"Vegetable Soup",/ip/Campbell-s-Chunky-Soup-Healthy-Request-Beef-with-Country-Vegetables-Soup-18-8-Ounce-Can/20854179
"Chili with Beans",/ip/Campbell-s-Chunky-Hot-Spicy-Chili-with-Beans-16-5-oz-Can/190824469
"Minced Clams",/ip/Bumble-Bee-Snow-s-Minced-Clams-in-Clam-Juice-6-5-oz-Can/10294374
"Luncheon Meat",/ip/Great-Value-Luncheon-Meat-12-oz/10532843
"Corned Beef Hash",/ip/Armour-Hearty-Homestyle-Corned-Beef-Hash-14-oz/51091465
"Mixed Greens",/ip/Glory-Foods-Seasoned-Southern-Style-Mixed-Greens-27-oz/10532980
"Leaf Spinach",/ip/Great-Value-Leaf-Spinach-13-5-oz/10451500
"Vegetable Medley",/ip/Great-Value-Mixed-Vegetable-Medley-14-5-Oz/10451496
"Pink Salmon",/ip/Great-Value-Alaskan-Pink-Salmon-14-75-oz/10534321
"Beans with Potatoes",/ip/Glory-Foods-Seasoned-Southern-Style-Green-Beans-with-Potatoes-29-oz/10532984
"Apricot Halves",/ip/Del-Monte-Lite-Unpeeled-Apricot-Halves-In-Extra-Light-Syrup-15-Oz/10295227
"Smoked Coho Salmon",/ip/2-Pack-Bumble-Bee-Premium-Smoked-Coho-Salmon-in-Oil-3-75oz-Can/47227778
"Chicken Of The Sea Lump Crab, 6 oz",/ip/Chicken-Of-The-Sea-Lump-Crab-6-oz/12018502
"Artichoke Hearts",/ip/6-pack-Great-Value-Quartered-Artichoke-Hearts-13-75-oz/243733812
"Asparagus Spears",/ip/Great-Value-Asparagus-Spears-15-oz/10316628
"Tiny Shrimp",/ip/2-Pack-Bumble-Bee-Regular-Tiny-Shrimp-4-oz-Can/47228167
"Corned Beef",/ip/Libbys-Corned-Beef-12-Ounce/10536020
"Spaghetti",/ip/2-pack-Chef-Boyardee-Spaghetti-and-Meatballs-14-5-oz-4-Pack/657292635
"Pear",/ip/5-Pack-Great-Value-Pear-in-100-Juice-15-Fl-Oz/47225004s
"Cream of Chicken",/ip/4-pack-Campbell-s-Condensed-Cream-of-Chicken-Mushroom-Soup-10-5-oz-Can/443009223
"Chili With Beans",/ip/6-Pack-Stagg-Classic-Chili-With-Beans-15-Ounce/47234361
"Chili",/ip/2-pack-Skyline-Chili-Original-Chili-10-5-Oz/309649224
"Soybean Paste",/ip/4-Pack-Kikkoman-Soybean-Paste-With-Tofu-Instant-Soup-1-05-oz/47230757
"Beef Broth",/ip/4-pack-Campbell-s-Condensed-Beef-Broth-10-5-oz-Can/632327519
"Wonton Soup",/ip/4-Pack-Campbell-s-Condensed-Chicken-Wonton-Soup-10-5-oz-Can/47233859
"Vegetable Beef Soup",/ip/4-pack-Campbell-s-Vegetable-Beef-Soup-Microwavable-Bowl-15-4-oz/457519971
"Ramen Noodles",/ip/Samyang-Ramen-Spicy-Chicken-Roasted-Noodles-Extra-2X-Spicy-Flavor-Pack-of-2/444844509
"Vegetable Soup",/ip/Vegetable-Soup-Mix-by-Its-Delish-10-lbs/133715234
"Progresso Soup",/ip/Progresso-Rich-Hearty-Lasagna-Style-Soup/529754669
"Chicken Noodle",/ip/Lipton-Cup-a-Soup-Chicken-Noodle-Single-Serving-22-Box/15686426
"Thai Coconut soup",/ip/Amy-s-Soup-Tom-Kha-Phak-Thai-Coconut-14-1-Oz-Pack-Of-12/781573992
"Cream of Onion Soup",/ip/4-pack-Campbell-s-Condensed-Cream-of-Onion-Soup-10-5-oz-Can/873248029
"Split Pea Soup",/ip/Amy-s-Organic-Fat-Free-Split-Pea-Soup-14-1-Oz-Pack-Of-12/438308581
"Butternut Squash Soup",/ip/Amy-s-Organic-Low-Sodium-Butternut-Squash-Soup-14-1-Oz-Pack-Of-12/877942835
"Asparagus Soup",/ip/4-pack-Campbell-s-Condensed-Cream-of-Asparagus-Soup-10-5-oz-Can/736042484
"Tomato Soup",/ip/Amy-s-Organic-Chunky-Tomato-Soup-14-5-Oz-Pack-Of-12/480151853
“Matzo Ball Mix”,/ip/Manischewitz-Matzo-Ball-Mix-5-oz/15603544
"Creamy Chicken Noodle",/ip/4-pack-Campbell-s-Condensed-Creamy-Chicken-Noodle-Soup-10-5-oz-Can/170088787
"Cream Of Tomato Soup",/ip/Amy-s-Organic-Low-Fat-Cream-Of-Tomato-Soup-14-5-Oz-Pack-Of-12/481203327
"Black Bean Soup",/ip/Amy-s-Organic-Low-Fat-Black-Bean-Soup-14-5-Oz-Pack-Of-12/970413014
"Greek Style Soup",/ip/It-s-Greek-To-Me-Greek-Style-Chicken-Soup-20-2-oz-Pack-of-12/44897642
"Steak Seasoning",/ip/Weber-Chicago-Steak-Seasoning-13-oz/46535163
"Egg Flour Mix",/ip/6-pack-Kikkoman-Chinese-Style-Egg-Flour-Mix-Vegetable-Soup-1-05-oz/337525692
"Lentil Soup",/ip/Amy-s-Organic-Low-Sodium-Lentil-Soup-14-5-Oz-Pack-Of-12/842335925
"Korean Sweet Chili",/ip/Annie-Chun-s-Noodle-Bowl-Korean-Sweet-Chili-Gochujang-8-Oz-Pack-of-6/55430202
"Chunky Tomato Bisque",/ip/Amy-s-Organic-Chunky-Tomato-Bisque-14-5-Oz-Pack-Of-12/899782673
"Pepper and Tomato Soup",/ip/Pacific-Foods-Organic-Light-Sodium-Red-Pepper-and-Tomato-Soup-32-fl-oz/29950800
